ibuprofen	shorter-acting agent	1	medication	1000
name	personal datum	1774	material attribute	1
name	personal datum	1774	static parameter	1
name	personal datum	1774	fileds	1
name	personal datum	1774	table property	1
name	personal datum	1774	vessel information	1
name	personal datum	1774	aspect of the brand	1
address	personal datum	1249	report	1
name	personal datum	1774	interesting fact	1
address	personal datum	1249	protease inhibitor	1
address	personal datum	1249	location specific information	1
address	personal datum	1249	hotel	1
name	personal datum	1774	field property	1
name	personal datum	1774	complaint	1
name	personal datum	1774	elementary property	1
name	personal datum	1774	verbal clue	1
name	personal datum	1774	memory cue	1
name	personal datum	1774	ingredients	1
name	personal datum	1774	costly procedure	1
name	personal datum	1774	medallion	1
name	personal datum	1774	custom message	1
name	personal datum	1774	theoretical knowledge	1
name	personal datum	1774	ethnic marker	1
name	personal datum	1774	universal object	1
address	personal datum	1249	universal object	1
address	personal datum	1249	customized datum	1
name	personal datum	1774	county title	1
name	personal datum	1774	chemistry topic	1
name	personal datum	1774	interface	1
name	personal datum	1774	routine check	1
address	personal datum	1249	microformat	1
name	personal datum	1774	fundamental attribute	1
name	personal datum	1774	visual device	1
name	personal datum	1774	blueprint	1
name	personal datum	1774	good information	1
address	personal datum	1249	good information	1
address	personal datum	1249	local indicator	1
address	personal datum	1249	rule	1
name	personal datum	1774	status information	1
address	personal datum	1249	status information	1
address	personal datum	1249	subobjects	1
address	personal datum	1249	intelligence information	1
name	personal datum	1774	intelligence information	1
name	personal datum	1774	music fundamental	1
teacher	personal datum	1	professional	1272
name	personal datum	1774	endless category	1
name	personal datum	1774	brand asset	1
address	personal datum	1249	database element	1
address	personal datum	1249	informational sign	1
name	personal datum	1774	lie	1
name	personal datum	1774	weapon skill	1
address	personal datum	1249	ssid	1
name	personal datum	1774	technical expert	1
address	personal datum	1249	contact particular	1
name	personal datum	1774	sequence attribute	1
name	personal datum	1774	top level domain name	1
name	personal datum	1774	datum table	1
address	personal datum	1249	datum table	1
address	personal datum	1249	basic step	1
name	personal datum	1774	intellectual property right	1
name	personal datum	1774	practice information	1
address	personal datum	1249	practice information	1
name	personal datum	1774	chinese philosophy	1
name	personal datum	1774	decorative design	1
name	personal datum	1774	essential element	1
name	personal datum	1774	non words	1
address	personal datum	1249	master record	1
name	personal datum	1774	human resource application	1
name	personal datum	1774	print	1
mobile phone	remote channel	1	mobile device	1009
birthday	normal information	1	occasion	2879
wal mart	streaming service	1	retailer	1317
water	suitable binder	1	fluid	2506
water	suitable binder	1	utility	2502
gender	social hierarchy	1	demographic characteristic	1337
gender	social hierarchy	1	demographic factor	1507
gender	social hierarchy	1	demographic information	1785
gender	syntactic information	1	demographic characteristic	1337
gender	syntactic information	1	demographic factor	1507
gender	syntactic information	1	demographic information	1785
oil	herbal oil	1	fossil fuel	2811
carrot	herbal oil	1	root vegetable	1284
pdas	human system	1	mobile device	1027
chemotherapy	cancer treatment	1101	academic	1
chemotherapy	cancer treatment	1101	serious disease	1
chemotherapy	cancer treatment	1101	influence	1
chemotherapy	cancer treatment	1101	chronic condition	1
chemotherapy	cancer treatment	1101	non invasive treatment	1
chemotherapy	cancer treatment	1101	keyword	1
chemotherapy	cancer treatment	1101	nonsurgical procedure	1
chemotherapy	cancer treatment	1101	seed	1
chemotherapy	cancer treatment	1101	offer	1
chemotherapy	cancer treatment	1101	classical approach	1
chemotherapy	cancer treatment	1101	evidence	1
wheat	nutritive ingredient	1	cereal	1349
vitamin	nutritive ingredient	1	nutrient	1395
wheat	nutritive ingredient	1	crop	3132
target	advertisement	1	retailer	1285
tablet	solid mass	1	mobile device	2895
water	urban structure	1	fluid	2506
gas	urban structure	1	utility	1596
water	urban structure	1	utility	2502
electricity	urban structure	1	utility	1990
diuretic	inappropriate treatment	1	medication	1211
doctor	trade title	1	professional	3334
wheat	inert ingredient	1	cereal	1349
rice	inert ingredient	1	crop	2171
wheat	inert ingredient	1	crop	3132
oil	inert ingredient	1	fossil fuel	2811
rosemary	hydrating element	1	herb	1974
platinum	cool color	1	noble metal	1011
option	common stock equivalent	1	derivative	1161
silver	desirable color	1	preciou metal	1448
cotton	traffic	1	fabric	1046
wheat	traffic	1	cereal	1349
wheat	traffic	1	crop	3132
cotton	traffic	1	crop	1998
coal	traffic	1	fossil fuel	3813
oil	traffic	1	fossil fuel	2811
pdas	high-tech option	1	mobile device	1027
option	corporate action	1	derivative	1161
oil	indicator light	1	fossil fuel	2811
mobile phone	security breach	1	mobile device	1009
ginger	good basic	1	spice	1528
doctor	carer	1	professional	3334
vegetable	product line	1	healthy food	1647
fruit	product line	1	healthy food	1069
coal	product line	1	fossil fuel	3813
name	button property	1	personal datum	1774
ibuprofen	salicylate	1	medication	1000
oil	environmental application	1	fossil fuel	2811
water	environmental application	1	utility	2502
zinc	volatile substance	1	nutrient	1126
target	neighborhood store	1	retailer	1285
nausea	anomalous behavior	1	gastrointestinal symptom	1229
oil	monopoly	1	fossil fuel	2811
target	witness trim	1	retailer	1285
antibiotic	host defense	1	medication	1777
gold	area attraction	1	noble metal	1116
gold	area attraction	1	preciou metal	2320
cotton	cream	1	fabric	1046
cabbage	cream	1	cruciferous vegetable	1689
antibiotic	cream	1	medication	1777
ibuprofen	cream	1	medication	1000
steroid	cream	1	medication	1291
lemon	cream	1	citrus fruit	1426
economic	cost measure	1	discipline	1193
ibuprofen	common pain killer	1	medication	1000
electricity	housing related cost	1	utility	1990
gas	housing related cost	1	utility	1596
wheat	economically valuable specie	1	cereal	1349
wheat	economically valuable specie	1	crop	3132
rice	economically valuable specie	1	crop	2171
corn	food can	1	crop	3243
bean	food can	1	crop	1213
pdas	small form factor computer	1	mobile device	1027
mobile phone	modern technology tool	1	mobile device	1009
silver	combo	1	preciou metal	1448
basil	healthy seasoning	1	herb	2090
oil	norm	1	fossil fuel	2811
age	norm	1	demographic information	2433
economic	norm	1	discipline	1193
water	purpose vehicle	1	fluid	2506
water	purpose vehicle	1	utility	2502
cotton	covering material	1	crop	1998
wheat	reason food	1	cereal	1349
wheat	reason food	1	crop	3132
gender	aspect of water management	1	demographic characteristic	1337
gender	aspect of water management	1	demographic factor	1507
gender	aspect of water management	1	demographic information	1785
wheat	raw material price	1	cereal	1349
wheat	raw material price	1	crop	3132
gender	otherfactors	1	demographic factor	1507
gender	otherfactors	1	demographic information	1785
antibiotic	otherfactors	1	medication	1777
accountant	female professional	1	professional	1868
cotton	polyploid crop	1	fabric	1046
wal mart	destination store	1	retailer	1317
kidney	physical impairment	1	organ	3011
economic	multi stakeholder forum	1	discipline	1193
address	payment related information	1	personal datum	1249
gas	non-renewables	1	utility	1596
lemon	minor tributary	1	citrus fruit	1426
christmas	social engagement	1	occasion	1053
cinnamon	wacky flavor	1	spice	2572
brain	neuromuscular disorder	1	organ	1692
gender	social risk	1	demographic characteristic	1337
gender	social risk	1	demographic factor	1507
gender	social risk	1	demographic information	1785
gas	conventional energy resource	1	utility	1596
water	conventional energy resource	1	utility	2502
water	ongoing contract	1	fluid	2506
electricity	ongoing contract	1	utility	1990
water	ongoing contract	1	utility	2502
gas	ongoing contract	1	utility	1596
coal	large corporation	1	fossil fuel	3813
brain	research opportunity	1	organ	1692
wheat	paper	1	cereal	1349
gold	paper	1	noble metal	1116
gold	paper	1	preciou metal	2320
cat	paper	1	pet	1939
oil	paper	1	fossil fuel	2811
bee	paper	1	insect	1441
name	signs	1	personal datum	1774
psychology	physical science	1	discipline	1605
chemotherapy	serious disease	1	cancer treatment	1101
water	gadget	1	fluid	2506
antioxidant	ancillary ingredient	1	additive	3084
dye	ancillary ingredient	1	additive	1133
lubricant	ancillary ingredient	1	additive	1424
british columbia	renowned physician	1	province	1063
cotton	herbaceous specie	1	fabric	1046
spinach	herbaceous specie	1	leafy green	1090
water	herbaceous specie	1	fluid	2506
water	herbaceous specie	1	utility	2502
filing	job requirement	1	clerical duty	1708
directory	advertising material	1	secondary source	1148
brain	form of blindness	1	organ	1692
sage	software provider	1	herb	1110
age	customer record	1	demographic factor	2541
age	customer record	1	demographic information	2433
towel	janitorial product	1	personal item	1397
facebook	organisations	1	social medium outlet	1024
fruit	naturally sweet fruit	1	healthy food	1069
christmas	monthly club	1	occasion	1053
lemon	antibacterial ingredient	1	citrus fruit	1426
clove	antibacterial ingredient	1	spice	1359
facebook	large employer	1	social medium outlet	1024
aspirin	valuable drug	1	nsaid	1116
antibiotic	valuable drug	1	medication	1777
aspirin	valuable drug	1	medication	1998
tetracycline	photosensitive medication	1	antibiotic	1722
gender	relative issue	1	demographic characteristic	1337
gender	relative issue	1	demographic factor	1507
gender	relative issue	1	demographic information	1785
water	complex constraint	1	fluid	2506
water	complex constraint	1	utility	2502
water	annual datum	1	fluid	2506
water	annual datum	1	utility	2502
water	key supply	1	fluid	2506
water	key supply	1	utility	2502
mobile phone	modern technological advancement	1	mobile device	1009
vegetable	blender	1	healthy food	1647
zinc	adding reactive element	1	nutrient	1126
magnesium	adding reactive element	1	nutrient	1211
calcium	adding reactive element	1	nutrient	1618
target	big name franchise	1	retailer	1285
gender	upstream factor	1	demographic characteristic	1337
gender	upstream factor	1	demographic factor	1507
gender	upstream factor	1	demographic information	1785
economic	upstream factor	1	discipline	1193
oil	energy intensive company	1	fossil fuel	2811
tablet	emergency contraception	1	mobile device	2895
corn	daily chore	1	crop	3243
rice	f. item	1	crop	2171
name	optional provision	1	personal datum	1774
gender	generic question	1	demographic characteristic	1337
gender	generic question	1	demographic factor	1507
gender	generic question	1	demographic information	1785
coal	prominent sector	1	fossil fuel	3813
oil	prominent sector	1	fossil fuel	2811
oil	multi-component system	1	fossil fuel	2811
doctor	professional society	1	professional	3334
engineer	professional society	1	professional	1186
teacher	professional society	1	professional	1272
aspirin	non-prescription item	1	medication	1998
water	mechanical procedure	1	fluid	2506
water	mechanical procedure	1	utility	2502
cinnamon	spiced tea	1	spice	2572
ginger	spiced tea	1	spice	1528
oil	natural fat source	1	fossil fuel	2811
engineer	crew position	1	professional	1186
sage	successful local company	1	herb	1110
air	impact wrench	1	fluid	1128
economic	social shift	1	discipline	1193
vegetable	low glycaemic index carbohydrate	1	healthy food	1647
fruit	low glycaemic index carbohydrate	1	healthy food	1069
temperature	culture condition	1135	fault	1
temperature	culture condition	1135	traditional measure	1
temperature	culture condition	1135	kind of information	1
temperature	culture condition	1135	keyword	1
temperature	culture condition	1135	safety measure	1
temperature	culture condition	1135	manifestation	1
temperature	culture condition	1135	peripheral device	1
temperature	culture condition	1135	molecular technique	1
age	ancillary factor	1	demographic factor	2541
age	ancillary factor	1	demographic information	2433
wheat	economic burden	1	cereal	1349
corn	economic burden	1	crop	3243
rice	economic burden	1	crop	2171
wheat	economic burden	1	crop	3132
soybean	economic burden	1	crop	1589
ginger	sorbet	1	spice	1528
orange	regional player	1	citrus fruit	2164
gas	microbial process	1	utility	1596
lung	functional imaging	1	organ	2622
tomato	closely related organism	1	crop	1562
corticosteroid	scientific advance	1	medication	1094
meditation	topic s	1	relaxation technique	2166
kidney	plant-based protein source	1	organ	3011
fruit	plant-based protein source	1	healthy food	1069
vegetable	plant-based protein source	1	healthy food	1647
erythromycin	prophylactic drug	1	antibiotic	1035
iron	prophylactic drug	1	nutrient	1390
lawyer	prominent citizen	1	professional	2857
cotton	soft natural fiber	1	fabric	1046
silk	soft natural fiber	1	fabric	1076
cotton	soft natural fiber	1	crop	1998
vitamin	synergistic factor	1	nutrient	1395
fruit	allah s creature	1	healthy food	1069
chemotherapy	influence	1	cancer treatment	1101
target	influence	1	retailer	1285
rice	influence	1	crop	2171
corticosteroid	influence	1	medication	1094
nausea	influence	1	gastrointestinal symptom	1229
facebook	technology provider	1	social medium outlet	1024
teacher	technology provider	1	professional	1272
address	informative datum	1	personal datum	1249
electricity	public utility project	1	utility	1990
gas	gastrointestinal condition	1	utility	1596
hydrogen peroxide	acidic solution	1	reactive oxygen specie	1677
erythromycin	well-known drug	1	antibiotic	1035
aspirin	well-known drug	1	medication	1998
gender	contextual feature	1	demographic factor	1507
age	contextual feature	1	demographic factor	2541
gender	contextual feature	1	demographic information	1785
age	contextual feature	1	demographic information	2433
tomato	bird choice	1	crop	1562
corn	bird choice	1	crop	3243
gas	fuel supply	1	utility	1596
aspirin	well known medication	1	nsaid	1116
corticosteroid	well known medication	1	medication	1094
beta blocker	well known medication	1	medication	1191
antihistamine	well known medication	1	medication	1328
aspirin	well known medication	1	medication	1998
water	sustainable theme	1	fluid	2506
water	sustainable theme	1	utility	2502
water	complimentary offer	1	fluid	2506
water	complimentary offer	1	utility	2502
psychology	useless job	1	discipline	1605
teacher	useless job	1	professional	1272
anniversary	photography service	1	occasion	1274
gas	state owned company	1	utility	1596
water	coordinative solvent	1	fluid	2506
water	coordinative solvent	1	utility	2502
mobile phone	video	1	mobile device	1009
facebook	video	1	social medium outlet	1024
meditation	video	1	relaxation technique	2166
gender	yoga position	1	demographic characteristic	1337
gender	yoga position	1	demographic factor	1507
gender	yoga position	1	demographic information	1785
toy	personal use item	1	small dog breed	1974
toy	competitive area	1	small dog breed	1974
birthday	house party	1	occasion	2879
wedding	house party	1	occasion	3480
water	molecular weight specie	1	utility	2502
address	advanced feature	1	personal datum	1249
facebook	advanced feature	1	social medium outlet	1024
zinc	natural mineral ingredient	1	nutrient	1126
magnesium	natural mineral ingredient	1	nutrient	1211
age	practical disadvantage	1	demographic factor	2541
age	practical disadvantage	1	demographic information	2433
fruit	horticultural enterprise	1	healthy food	1069
age	broad construct	1	demographic factor	2541
age	broad construct	1	demographic information	2433
electricity	linear infrastructure project	1	utility	1990
water	state enterprise	1	fluid	2506
gas	state enterprise	1	utility	1596
water	state enterprise	1	utility	2502
toy	training aid	1	small dog breed	1974
doctor	professional provider	1	professional	3334
accountant	professional provider	1	professional	1868
nurse	professional provider	1	professional	1048
age	broad consideration	1	demographic factor	2541
age	broad consideration	1	demographic information	2433
water	thinkable bacterial vaginosis home remedy	1	fluid	2506
water	thinkable bacterial vaginosis home remedy	1	utility	2502
turmeric	thinkable bacterial vaginosis home remedy	1	spice	1056
cotton	storable commodity	1	fabric	1046
water	non porous item	1	fluid	2506
water	non porous item	1	utility	2502
lemon	biennial and perennial herb	1	citrus fruit	1426
gender	statistical analysis categorical variable	1	demographic characteristic	1337
gender	statistical analysis categorical variable	1	demographic factor	1507
gender	statistical analysis categorical variable	1	demographic information	1785
mobile phone	human computer interface	1	mobile device	1009
gender	considering various factor	1	demographic factor	1507
age	considering various factor	1	demographic factor	2541
gender	considering various factor	1	demographic information	1785
age	considering various factor	1	demographic information	2433
broccoli	thigs	1	cruciferous vegetable	2469
dye	laundry article	1	additive	1133
age	morphological attribute	1	demographic factor	2541
age	morphological attribute	1	demographic information	2433
oil	high end project	1	fossil fuel	2811
gas	high end project	1	utility	1596
tablet	promotional item	1	mobile device	2895
christmas	promotional item	1	occasion	1053
target	3rd party vendor	1	retailer	1285
brain	delicate food	1	organ	1692
dog	npcs	1	pet	2166
corn	frozen mixed vegetable	1	crop	3243
anniversary	regular occasion	1	occasion	1274
wedding	regular occasion	1	occasion	3480
cotton	vegetable material	1	fabric	1046
lemon	anti cancer food	1	citrus fruit	1426
wheat	skin softening ingredient	1	cereal	1349
wheat	skin softening ingredient	1	crop	3132
ginger	invasive weed	1	spice	1528
water	fermented drink	1	fluid	2506
water	fermented drink	1	utility	2502
target	good practice	1	retailer	1285
teacher	good practice	1	professional	1272
vegetable	frozen goods	1	healthy food	1647
silver	electrical conductive material	1	preciou metal	1448
sociology	honor course	1	discipline	1636
nausea	stomach	1	gastrointestinal symptom	1229
age	temporal pattern	1	demographic factor	2541
age	temporal pattern	1	demographic information	2433
vitamin	home medical product	1	nutrient	1395
oil	rich country	1	fossil fuel	2811
water	rich country	1	fluid	2506
water	rich country	1	utility	2502
nurse	vital position	1	professional	1048
water	homemade remedy	1	utility	2502
cinnamon	homemade remedy	1	spice	2572
birthday	simple question	1	occasion	2879
tomato	key food	1	crop	1562
corn	key food	1	crop	3243
bean	key food	1	crop	1213
rice	key food	1	crop	2171
cinnamon	key food	1	spice	2572
teacher	standard role	1	professional	1272
tomato	candidate specie	1	crop	1562
oil	industrial accident	1	fossil fuel	2811
silk	tape	1	fabric	1076
age	student specific information	1	demographic factor	2541
age	student specific information	1	demographic information	2433
surfactant	formulation factor	1	additive	1793
wheat	utilitarian item	1	cereal	1349
smart phone	utilitarian item	1	mobile device	1894
corn	utilitarian item	1	crop	3243
wheat	utilitarian item	1	crop	3132
oil	retail chain	1	fossil fuel	2811
cauliflower	mushroom specie	1	cruciferous vegetable	1522
tablet	input peripheral	1	mobile device	2895
nitrogen	water indicator	1	nutrient	3047
phosphorus	water indicator	1	nutrient	2326
social worker	licensed individual	1	professional	1240
engineer	licensed individual	1	professional	1186
accountant	licensed individual	1	professional	1868
antihistamine	prescription treatment	1	medication	1328
zinc	dietry supplement	1	nutrient	1126
vegetable	great recipe	1	healthy food	1647
oil	auxiliary building	1	fossil fuel	2811
psychology	academic work	1	discipline	1605
wheat	avoiding inflammatory food	1	cereal	1349
wheat	avoiding inflammatory food	1	crop	3132
wheat	traditional beer	1	cereal	1349
wheat	traditional beer	1	crop	3132
silk	natural and traditional material	1	fabric	1076
gender	single identifier	1	demographic characteristic	1337
gender	single identifier	1	demographic factor	1507
gender	single identifier	1	demographic information	1785
rice	rbs	1	crop	2171
oil	non perishable food	1	fossil fuel	2811
water	non perishable food	1	utility	2502
turmeric	organic color	1	spice	1056
doctor	cohort	1	professional	3334
pdas	hand-held item	1	mobile device	1027
age	property factor	1	demographic factor	2541
age	property factor	1	demographic information	2433
oil	service point	1	fossil fuel	2811
filler	service point	1	additive	1892
oil	normal treatment	1	fossil fuel	2811
clove	normal treatment	1	spice	1359
ginger	normal treatment	1	spice	1528
water	pure compound	1	utility	2502
plasticizer	pure compound	1	additive	2206
water	chemical medium	1	fluid	2506
water	chemical medium	1	utility	2502
name	key value	1	personal datum	1774
age	key value	1	demographic characteristic	2579
wheat	reactive food	1	cereal	1349
wheat	reactive food	1	crop	3132
corn	reactive food	1	crop	3243
rice	sensitive food product	1	crop	2171
teacher	classroom condition	1	professional	1272
iron	standard hotel amenity	1	nutrient	1390
lawyer	zealand business	1	professional	2857
oil	basic medium type	1	fossil fuel	2811
iron	comfortable and modern facility	1	nutrient	1390
wal mart	growing company	1	retailer	1317
water	aspect of the work environment	1	utility	2502
mobile phone	pairing	1	mobile device	1009
ginger	pairing	1	spice	1528
cumin	pairing	1	spice	1006
tetracycline	systemic therapy	1	antibiotic	1722
address	formal information	1	personal datum	1249
maize	marginal crop	1	crop	2449
corn	marginal crop	1	crop	3243
basil	calmative herb	1	herb	2090
toy	basic item	1	small dog breed	1974
gold	basic item	1	noble metal	1116
gold	basic item	1	preciou metal	2320
silver	basic item	1	preciou metal	1448
hydrogen peroxide	basic item	1	reactive oxygen specie	1677
water	cultural technique	1	fluid	2506
water	cultural technique	1	utility	2502
vegetable	health risk	1	healthy food	1647
rice	commodity supplier	1	crop	2171
bean	commodity supplier	1	crop	1213
oil	commodity supplier	1	fossil fuel	2811
name	fixed datum	1	personal datum	1774
filler	details	1	additive	1892
economic	long term structural change	1	discipline	1193
grasshopper	wild insect	1	insect	1042
bee	wild insect	1	insect	1441
aspirin	exposure	1	nsaid	1116
antibiotic	exposure	1	medication	1777
aspirin	exposure	1	medication	1998
oil	compelling reason	1	fossil fuel	2811
water	noncombustible material	1	utility	2502
corticosteroid	hormonal medication	1	medication	1094
maize	determinate plant	1	crop	2449
sorghum	determinate plant	1	crop	1066
water	key environmental indicator	1	utility	2502
age	physician-related factor	1	demographic factor	2541
age	physician-related factor	1	demographic information	2433
fruit	vegetable waste	1	healthy food	1069
ginger	herb herbal supplement	1	spice	1528
clove	natural aromatic plant extract	1	spice	1359
cumin	natural aromatic plant extract	1	spice	1006
ginger	natural aromatic plant extract	1	spice	1528
cinnamon	natural aromatic plant extract	1	spice	2572
coal	bulk substrate	1	fossil fuel	3813
water	filtration	1	fluid	2506
corticosteroid	emergency measure	1	medication	1094
antihistamine	emergency measure	1	medication	1328
antibiotic	hormonal disorder	1	medication	1777
age	common circumstance	1	demographic factor	2541
age	common circumstance	1	demographic information	2433
bean	countable object	1	crop	1213
water	low calorie mixer	1	utility	2502
barley	winter annual	1	crop	1069
rice	winter annual	1	crop	2171
smartphone	costly item	1	mobile device	3700
tablet	costly item	1	mobile device	2895
directory	costly item	1	secondary source	1148
ginger	gallbladder disorder	1	spice	1528
iron	construction commodity	1	nutrient	1390
teacher	neighborhood leader	1	professional	1272
gas	gas medium	1	utility	1596
mobile phone	off the shelf technology	1	mobile device	1009
cotton	basic food stuff	1	fabric	1046
oil	basic food stuff	1	fossil fuel	2811
yoga	program element	1	relaxation technique	1919
target	traditional retail store	1	retailer	1285
water	public work function	1	fluid	2506
water	public work function	1	utility	2502
vegetable	production	1	healthy food	1647
oil	production	1	fossil fuel	2811
coal	production	1	fossil fuel	3813
ant	production	1	insect	1036
fruit	novelty shape	1	healthy food	1069
filing	office managerial duty	1	clerical duty	1708
brain	cancer disease	1	organ	1692
electricity	large energy user	1	utility	1990
lubricant	potential pollutant	1	additive	1424
address	datum entry error	1	personal datum	1249
water	housing condition	1	fluid	2506
water	housing condition	1	utility	2502
bean	exercise device	1	crop	1213
wal mart	large edi hub	1	retailer	1317
lawyer	social agent	1	professional	2857
cotton	luxe material	1	crop	1998
maize	second crop	1	crop	2449
corn	second crop	1	crop	3243
bean	second crop	1	crop	1213
gas	intangible goods	1	utility	1596
wheat	cereal	1349	common trigger food	1
wheat	cereal	1349	hay	1
cotton	cereal	1	fabric	1046
wheat	cereal	1349	nutritive ingredient	1
wheat	cereal	1349	inert ingredient	1
wheat	cereal	1349	traffic	1
wheat	cereal	1349	economically valuable specie	1
wheat	cereal	1349	raw material price	1
wheat	cereal	1349	paper	1
wheat	cereal	1349	economic burden	1
wheat	cereal	1349	susceptible specie	1
wheat	cereal	1349	skin softening ingredient	1
wheat	cereal	1349	avoiding inflammatory food	1
wheat	cereal	1349	traditional beer	1
wheat	cereal	1349	reactive food	1
wheat	cereal	1349	industrial crop	1
wheat	cereal	1349	critical market	1
wheat	cereal	1349	short day plant	1
wheat	cereal	1349	others plant	1
wheat	cereal	1349	statutory authority	1
wheat	cereal	1349	sulphur-containing food	1
wheat	cereal	1349	avoiding allergen	1
wheat	cereal	1349	gentle natural ingredient	1
wheat	cereal	1349	resistant plant	1
wheat	cereal	1349	homogenous product	1
wheat	cereal	1349	textured flower	1
wheat	cereal	1349	monocrops	1
wheat	cereal	1349	natural chemical	1
wheat	cereal	1349	angiosperm specie	1
wheat	cereal	1349	attention	1
wheat	cereal	1349	biomass feedstocks	1
wheat	cereal	1349	consumable goods	1
wheat	cereal	1349	derivative	1
wheat	cereal	1349	controlled product	1
wheat	cereal	1349	non woody plant	1
wheat	cereal	1349	reason food	1
wheat	cereal	1349	rough food	1
wheat	cereal	1349	super foods	1
wheat	cereal	1349	flavored tortilla	1
wheat	cereal	1349	identical product	1
wheat	cereal	1349	key specie	1
wheat	cereal	1349	artificial ingredient	1
wheat	cereal	1349	national product	1
wheat	cereal	1349	impurity	1
wheat	cereal	1349	commonly problematic food	1
wheat	cereal	1349	waste product	1
wheat	cereal	1349	hard seed	1
wheat	cereal	1349	plant fall crop	1
wheat	cereal	1349	powdered form	1
wheat	cereal	1349	gold color	1
wheat	cereal	1349	tone	1
wheat	cereal	1349	grass species	1
wheat	cereal	1349	morphological process	1
wheat	cereal	1349	agriculture good	1
wheat	cereal	1349	ordinary crop	1
wheat	cereal	1349	common item	1
wheat	cereal	1349	plant biomass	1
wheat	cereal	1349	established crop	1
wheat	cereal	1349	plant-based protein	1
wheat	cereal	1349	import commodity	1
wheat	cereal	1349	agricultural activity	1
wheat	cereal	1349	bird food	1
wheat	cereal	1349	atmospheric condition	1
wheat	cereal	1349	external protein	1
wheat	cereal	1349	delicate plant	1
wheat	cereal	1349	expensive filler	1
wheat	cereal	1349	traditional activity	1
wheat	cereal	1349	tangible commodity	1
wheat	cereal	1349	medication	1
wheat	cereal	1349	baked goods	1
wheat	cereal	1349	biomass fuel	1
wheat	cereal	1349	seasonal good	1
wheat	cereal	1349	agricultural and food product	1
wheat	cereal	1349	vital resource	1
wheat	cereal	1349	plant matter	1
wheat	cereal	1349	problem food	1
wheat	cereal	1349	cooked item	1
wheat	cereal	1349	non-leguminous crop	1
wheat	cereal	1349	arable farming	1
wheat	cereal	1349	utilitarian item	1
wheat	cereal	1349	traditional cover	1
wheat	cereal	1349	protein food	1
wheat	cereal	1349	food culprit	1
wheat	cereal	1349	simple everyday material	1
wheat	cereal	1349	common seed	1
wheat	cereal	1349	shade	1
wheat	cereal	1349	liquid biofuels	1
wheat	cereal	1349	seed plant	1
wheat	cereal	1349	fuel type	1
wheat	cereal	1349	export commodity	1
wheat	cereal	1349	buffet option	1
wheat	cereal	1349	imported raw material	1
wheat	cereal	1349	natural alternative	1
wheat	cereal	1349	interspecific hybrid	1
wheat	cereal	1349	renewable agricultural product	1
wheat	cereal	1349	aroma	1
wheat	cereal	1349	input	1
wheat	cereal	1349	rule	1
wheat	cereal	1349	dry bulk cargo	1
wheat	cereal	1349	co product	1
wheat	cereal	1349	japanese beer	1
wheat	cereal	1349	aliment	1
wheat	cereal	1349	block	1
wheat	cereal	1349	angiosperm	1
wheat	cereal	1349	additive	1
wheat	cereal	1349	competing crop	1
wheat	cereal	1349	stable market	1
wheat	cereal	1349	seemingly healthy food	1
wheat	cereal	1349	short lived plant	1
steroid	medicinally bioactive compound	1	medication	1291
target	online outlet	1	retailer	1285
lubricant	conventional aid	1	additive	1424
water	program address issue	1	fluid	2506
water	program address issue	1	utility	2502
wedding	big new	1	occasion	3480
economic	transnational process	1	discipline	1193
orange	consumer brand	1	citrus fruit	2164
wal mart	local pharmacy	1	retailer	1317
social worker	critical position	1	professional	1240
doctor	critical position	1	professional	3334
lubricant	retail merchandise	1	additive	1424
vegetable	quick dish	1	healthy food	1647
fruit	quick dish	1	healthy food	1069
wheat	critical market	1	cereal	1349
wheat	critical market	1	crop	3132
basil	medicinal and aromatic plant	1	herb	2090
cumin	medicinal and aromatic plant	1	spice	1006
antibiotic	anti bacterial agent	1	medication	1777
gas	specialised service	1	utility	1596
cinnamon	simple and natural ingredient	1	spice	2572
cotton	damaging crop	1	fabric	1046
kidney	soft target	1	organ	3011
water	soft target	1	fluid	2506
social worker	family professional	1	professional	1240
teacher	family professional	1	professional	1272
air	home health product	1	fluid	1128
cotton	synthetic fabric	1	crop	1998
mobile phone	basic safeguard	1	mobile device	1009
ibuprofen	antioxidant drug	1	medication	1000
wedding	lifecycle	1	occasion	3480
water	lifecycle	1	fluid	2506
water	lifecycle	1	utility	2502
accountant	parishioner	1	professional	1868
teacher	parishioner	1	professional	1272
lawyer	parishioner	1	professional	2857
doctor	parishioner	1	professional	3334
toy	social custom	1	small dog breed	1974
iron	natural building material	1	nutrient	1390
toy	cooperation	1	small dog breed	1974
vitamin	favourable condition	1	nutrient	1395
doctor	playing game	1	professional	3334
smart phone	electronic asset	1	mobile device	1894
wal mart	national merchant	1	retailer	1317
aspirin	common household name	1	nsaid	1116
aspirin	common household name	1	medication	1998
silver	lipid based nanoparticle	1	preciou metal	1448
wal mart	well known giant	1	retailer	1317
toy	interesting technique	1	small dog breed	1974
vitamin	concomitant treatment	1	nutrient	1395
vitamin	specialty ingredient	1	nutrient	1395
barley	specialty ingredient	1	crop	1069
oil	specialty ingredient	1	fossil fuel	2811
colorant	specialty ingredient	1	additive	1530
rice	simple sugar food	1	crop	2171
water	optional product	1	fluid	2506
water	optional product	1	utility	2502
antioxidant	proton donor	1	additive	3084
iron	artistic influence band	1	nutrient	1390
future	risk management technique	1	derivative	1164
tomato	highvalue crop	1	crop	1562
